,x,y,t0,t1,t2
0,4.129032258064516,16.363636363636367,100.0,3.5202407284847483,4.165189603430776
1,12.258064516129032,15.71428571428572,100.0,2.8766699338300032,4.141209615018889
2,20.129032258064516,16.103896103896112,100.0,5.2038988771829295,4.037741872168739
3,4.258064516129032,10.259740259740267,100.0,2.875926452971249,4.364988710285678
4,16.25806451612903,10.000000000000005,100.0,5.191328054725345,4.358270023596656
5,10.451612903225804,9.610389610389616,100.0,5.151793515716304,4.371493018947393
6,4.0,3.8961038961039005,100.0,5.192498351884159,8.1613854408043
7,10.064516129032256,3.3766233766233817,100.0,5.101120964712772,8.141131414394836
8,17.806451612903228,4.805194805194811,100.0,0.4254580175422924,8.168568430047431
9,68.64516129032258,2.4675324675324717,8.70238413573578,63.25734038667559,100.0
10,71.87096774193549,2.5974025974026027,8.7398672775103,64.079758646893,100.0
11,76.51612903225806,2.4675324675324717,0.13736803367856995,64.58678779331846,100.0
12,76.90322580645162,8.831168831168837,4.389638286527457,64.59112528312826,100.0
13,77.16129032258064,13.246753246753252,4.362998204776324,64.590587604506,100.0
14,71.74193548387098,13.376623376623384,4.35447025960694,63.78015272686743,100.0
15,68.64516129032258,13.116883116883121,4.356635533341056,62.603248137611175,100.0
16,68.90322580645162,8.701298701298706,4.387257633731905,63.02135857233934,100.0
17,74.3225806451613,7.40259740259741,4.3722357081026235,64.4244185635761,100.0
18,76.7741935483871,61.29870129870131,11.915825391757782,100.0,64.42319088850368
19,72.64516129032258,59.22077922077923,11.781140417435507,100.0,26.75632755029151
20,76.51612903225806,57.79220779220781,5.546943143346986,100.0,64.4332382681237
21,80.64516129032258,56.49350649350651,5.687260890930303,100.0,63.44760971626498
22,80.90322580645162,59.74025974025975,5.592310281139604,100.0,63.50338745349807
23,80.0,64.28571428571429,11.860589184258345,100.0,63.89047276665376
24,80.12903225806451,69.0909090909091,0.15071600128188042,100.0,63.9680652276667
25,77.03225806451613,52.33766233766235,38.33216935767773,100.0,64.30371581876261
26,67.87096774193549,58.70129870129872,3.2152001779257713,100.0,26.054895471180576
27,63.096774193548384,59.0909090909091,9.028037254640049,100.0,6.839176660515352
28,55.87096774193549,60.64935064935066,0.337649849441774,100.0,57.971687392570466
29,47.61290322580645,61.42857142857144,8.465977273866617,100.0,52.29928392514982
30,41.03225806451613,61.42857142857144,1.04389692544137,100.0,3.2450637415717547
31,33.16129032258064,61.68831168831171,1.0741338965289493,100.0,0.3509419454825666
32,28.25806451612903,61.68831168831171,29.29404355606272,100.0,0.3301621873827078
33,22.193548387096772,59.22077922077923,31.043984017828024,0.44259706769905965,0.3318909809739468
34,22.193548387096772,54.80519480519482,30.67713264782024,17.883541378892563,0.09746001463106617
35,21.806451612903228,48.831168831168846,30.160987667621523,17.33439034629553,0.7673947552158481
36,21.677419354838708,41.55844155844157,28.981127026958465,0.4957531162600221,3.1837608762361636
37,21.290322580645164,35.84415584415586,9.088092867943745,26.695729582735467,4.852281556065795
38,21.032258064516125,29.610389610389618,10.586359362079808,30.672177815763952,0.2668997513533063
39,20.387096774193548,23.766233766233775,100.0,2.7309401145281007,3.3209199457241043
40,25.93548387096774,31.6883116883117,100.0,31.017822740107313,5.129662229256318
41,29.677419354838708,37.012987012987026,100.0,28.746324835891716,3.1650843171941387
42,34.19354838709677,42.46753246753248,100.0,25.653927168717175,1.2836429226285904
43,3.870967741935484,37.66233766233767,1.9187231589861287,0.42994339729252984,0.2672598391165211
44,10.967741935483872,37.66233766233767,32.90890826770748,0.5075156295229873,0.265741652869373
45,16.51612903225806,37.792207792207805,31.232314529804462,0.5766067373058756,4.947138694528226
46,40.12903225806451,38.181818181818194,9.035652636220412,32.05672226310614,1.2919556261984702
47,45.677419354838705,37.53246753246754,33.60868053986266,34.64143054161812,4.375056398872689
48,55.483870967741936,38.05194805194806,38.847177296914495,16.546006704945455,47.64892255639105
49,63.61290322580645,37.14285714285715,5.697104245708622,14.434058529309285,57.735489098940945
50,68.12903225806451,37.53246753246754,5.998566944781947,11.305927346819264,62.288312584143554
51,76.0,38.05194805194806,6.450720340992154,100.0,64.32451156075753
52,84.38709677419355,37.53246753246754,6.955619905623763,100.0,57.891308668055984
53,90.83870967741936,37.012987012987026,7.276204331926216,100.0,49.12733698203933
54,96.0,36.4935064935065,0.27800865927633694,5.045862511475839,41.50030122328043
55,95.35483870967742,29.220779220779228,0.22995359514693758,100.0,2.3609084874474027
56,95.35483870967742,21.428571428571438,0.3170825566974737,100.0,2.03540048649622
57,95.2258064516129,14.80519480519481,0.3789324441788232,14.465110423760684,7.694301662021291
58,94.83870967741936,8.311688311688316,0.38316653736069506,57.716803185277676,8.700250461675601
59,96.0,1.5584415584415634,0.04270388676137507,3.1376742718934145,8.231149627649476
60,87.87096774193549,0.7792207792207844,8.744934904968627,13.00730625010281,3.8416918617684273
61,82.45161290322581,1.1688311688311739,8.730530825471677,13.663031008825516,4.809456114207042
62,64.64516129032258,1.6883116883116926,0.9431006887990305,1.7987729293108243,100.0
63,58.58064516129032,1.2987012987013031,13.2544720322947,9.728259802462446,4.667870686180003
64,50.322580645161295,1.948051948051953,14.666502467995526,0.6276811601014489,46.73490015045863
65,41.80645161290323,2.5974025974026027,16.862213097137914,1.107769395866164,47.96546841429551
66,35.35483870967742,1.948051948051953,100.0,0.8931678298603353,48.04150081074225
67,27.612903225806452,2.857142857142863,100.0,0.3088343395506985,48.47584139385595
68,23.2258064516129,2.3376623376623424,100.0,0.34150345571055746,48.45394782030587
